drug_name,num_motifs,motifs
insulin.lispro,62,CCC(C)CC=O | CC(C)CC=O | O=CCCCC(=O)O | NC(=O)CCCC=O | O=CCCS | O=CCCS | CC(O)CC=O | O=CCCO | CCC(C)CC=O | O=CCCS | O=CCCO | CC(C)CCC=O | CCC=O | Oc1ccccc1 | NC(=O)CCCC=O | CC(C)CCC=O | O=CCCCC(=O)O | NC(=O)CCC=O | CCC=O | Oc1ccccc1 | O=CCCS | NC(=O)CCC(=O)O | NCC=O | CC(C)CCC=O | CCC=O | Oc1ccccc1 | CC(C)CCC=O | CC(C)CC=O | O=CCCS | CC=O | O=CCCCC(=O)O | CCCCC=O | N=C(N)N | CC=O | CCC=O | c1ccccc1 | CCC=O | c1ccccc1 | CCC=O | Oc1ccccc1 | CC(O)CC=O | NCCCCCC=O | C1CCNC1 | C=O | CC(O)CC(=O)O | CCC=O | O=CCCCC(=O)O | CC(C)CC=O | CC(C)CCC=O | CCC=O | c1c[nH]cn1 | O=CCCO | CC=O | O=CCCS | CC(C)CCC=O | CCC=O | c1c[nH]cn1 | NC(=O)CCCC=O | NC(=O)CCC=O | CC(C)CC=O | CC(N)C=O | c1ccccc1
lepirudin,72,CCC(C)CC=O | CC(C)CCC=O | CC=O | O=CCCO | O=CCCC(=O)O | CC=O | O=CCCCC(=O)O | NCCCCCC=O | NC(=O)CCC=O | NC(=O)CCCC=O | O=CCCS | CC(C)CC=O | CC(O)CC=O | CC=O | O=CCCCC(=O)O | CC=O | CC(O)CC=O | C1CCNC1 | C=O | NCCCCCC=O | C1CCNC1 | C=O | NC(=O)CCCC=O | O=CCCO | CCC=O | c1c[nH]cn1 | NC(=O)CCC=O | O=CCCC(=O)O | CC=O | O=CCCC(=O)O | CCC=O | c1ccccc1 | O=CCCCC(=O)O | O=CCCCC(=O)O | CCC(C)CC=O | C1CCNC1 | C=O | O=CCCCC(=O)O | O=CCCCC(=O)O | CCC=O | Oc1ccccc1 | CC(C)CCC=O | NC(=O)CCCC(=O)O | O=CCCS | NCCCCCC=O | NC(=O)CCC=O | CC=O | NC(=O)CCCC=O | CC=O | O=CCCS | CC(C)CC=O | NC(=O)CCC=O | O=CCCO | CC=O | O=CCCCC(=O)O | O=CCCS | CC(C)CCC=O | O=CCCS | CC(C)CCC=O | NC(=O)CCC=O | NC(=O)CCCC=O | CC=O | O=CCCO | O=CCCCC(=O)O | CC(O)CC=O | O=CCCS | O=CCCC(=O)O | CC(O)CC=O | CCC=O | Oc1ccccc1 | CC(O)CC=O | CC(C)CC(N)C=O
liraglutide,40,CCCCCCCCCCCCCCCC=O | O=CCCCC(=O)O | CCCCCC=O | O=CCCCC(=O)O | CCC=O | c1ccccc1 | CCC(C)CC=O | CCC=O | CCC=O | c1ccc2[nH]ccc2c1 | CC(C)CCC=O | CC(C)CC=O | CCCCC=O | N=C(N)N | CC=O | CCCCC=O | N=C(N)N | CC(=O)O | CCC=O | CCC=O | NC(=O)CCCC=O | CC=O | O=CCCCC(=O)O | CC(C)CCC=O | CCC=O | Oc1ccccc1 | O=CCCO | O=CCCO | CC(C)CC=O | O=CCCC(=O)O | O=CCCO | CC(O)CC=O | CCC=O | c1ccccc1 | CC(O)CC=O | CC=O | O=CCCCC(=O)O | CCC=O | CC(N)C=O | c1c[nH]cn1
degarelix,21,CC(C)CCC=O | CCCCCC=O | CCC | C1CCNC1 | C=O | CCC(N)=O | CCC=O | c1ccccc1 | NC=O | CCC=O | c1ccccc1 | C=O | O=C1CCNC(=O)N1 | O=CCCO | CCC=O | c1ccncc1 | CCC=O | Clc1ccccc1 | CCC=O | c1ccc2ccccc2c1 | CC=O
insulin.detemir,53,CCCCCCCCCCCCCC=O | CCCCCC(=O)O | C=O | C1CCNC1 | CC(O)CC=O | CCC=O | Oc1ccccc1 | CCC=O | c1ccccc1 | CCC=O | c1ccccc1 | CC=O | CCCCC=O | N=C(N)N | O=CCCCC(=O)O | CC=O | C=O | CC1NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CCSSCC2NC(=O)CCSSCC(NC(=O)CNC(=O)CNC(=O)CNC2=O)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCCSSCCNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC1=O | CCC | CC(C)C | Oc1ccccc1 | CC(C)C | CCC(=O)O | CCC | CC(C)C | c1c[nH]cn1 | CO | CC(C)CCC=O | CCC=O | c1c[nH]cn1 | NC(=O)CCCC=O | NC(=O)CCC=O | CC(C)CC=O | CC(N)C=O | c1ccccc1 | CCCC | CO | CCO | NC(=O)CCCC=O | O=CCCCC(=O)O | CC(C)CC=O | CCC(C)CC=O | NCC=O | CO | CC(C)C | Oc1ccccc1 | CCC(N)=O | CC(C)C | CCC(=O)O | CC(N)=O | Oc1ccccc1 | C=O | NC(=O)CCC(=O)O
teduglutide,39,CCC(C)CC=O | CC(O)CC=O | O=C(O)CCC(=O)O | NCCCCCC=O | CC(O)CC=O | NC(=O)CCCC=O | CCC(C)CC=O | CC(C)CCC=O | CCC=O | c1ccc2[nH]ccc2c1 | NC(=O)CCC=O | CCC(C)CC=O | CCC=O | c1ccccc1 | O=CCCC(=O)O | CCCCC=O | N=C(N)N | CCC=O | CCC=O | CC(C)CCC=O | NC(=O)CCC=O | O=CCCC(=O)O | CC(C)CCC=O | CCC(C)CC=O | CC(O)CC=O | NC(=O)CCC=O | CCCC=O | CS | O=CCCCC(=O)O | O=CCCC(=O)O | O=CCCO | CCC=O | c1ccccc1 | O=CCCO | CC=O | O=CCCC(=O)O | CC=O | CC(N)C=O | c1c[nH]cn1
exenatide,49,CCC(C)CC=O | O=CCCCC(=O)O | CCC=O | c1ccc2[nH]ccc2c1 | CC(C)CCC=O | NCCCCCC=O | NC(=O)CCC=O | CC=O | CC=O | C1CCNC1 | C=O | O=CCCO | O=CCCO | CC=O | CCC=O | C1CCNC1 | C=O | C1CCNC1 | C=O | C1CCNC1 | C=O | NC(=O)CCO | CCC=O | c1ccccc1 | CC(C)CCC=O | CCCCC=O | N=C(N)N | CC(C)CC=O | CCC=O | O=CCCCC(=O)O | O=CCCCC(=O)O | O=CCCCC(=O)O | CCCC=O | CS | NC(=O)CCCC=O | NCCCCCC=O | O=CCCO | CC(C)CCC=O | O=CCCC(=O)O | O=CCCO | CC(O)CC=O | CCC=O | c1ccccc1 | CC(O)CC=O | CC=O | O=CCCCC(=O)O | CC=O | CC(N)C=O | c1c[nH]cn1
ivacaftor,5,CC(C)C | Oc1ccccc1 | C=O | O=c1cc[nH]c2ccccc12 | CC(C)C
ruxolitinib,3,C1CCCC1 | CCC#N | c1ncc2cc[nH]c2n1
nesiritide,37,CCCC | O=C1CCSSCCNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1 | CCC | N=C(N)N | CC(=O)O | CC | CS | CCCCN | CCC | N=C(N)N | c1ccccc1 | CC=O | O=CCCO | CC=O | NC(=O)CCCC=O | CC(C)CC=O | CCCC=O | CS | NCCCCCC=O | C=O | C1CCNC1 | NC(C=O)CO | C=O | NCCCCCC=O | CC(C)CC=O | CC(C)CCC=O | CCCCC=O | N=C(N)N | CCCCC=O | N=C(N)N | CCC(=O)O | C1=NC=NC1 | CC(C)C | CO | CO | CO | CO
raltegravir,6,Cc1nnco1 | C=O | CCC | Cn1cncc([O-])c1=O | C=O | Fc1ccccc1
piroxicam,2,CN1C(=C(N)[O-])C(=O)c2ccccc2S1(=O)=O | c1ccncc1
vismodegib,4,CS(=O)(=O)c1cccc(Cl)c1 | C=O | Clc1ccccc1 | c1ccncc1
canagliflozin,5,Cc1ccccc1 | OC1COCC(O)C1O | CO | c1ccsc1 | Fc1ccccc1
florbetapir.(18F),6,CN | Cc1ccccc1 | Cc1cccnc1 | CC | CC | CCF
ponatinib,5,Cc1ccccc1C#Cc1cnc2cccnn12 | C=O | c1ccccc1 | CN1CCNCC1 | FC(F)F
cobicistat,11,CCC | c1cscn1 | CN | C=O | CCCC=O | C1COCCN1 | CCCCCC | c1ccccc1 | C=O | c1cscn1 | c1ccccc1
suvorexant,4,CC1CCNCCN1 | C=O | Cc1ccccc1 | Clc1ccc2ocnc2c1
triptorelin,16,CC(C)CCC=O | NC(N)=NCCCCC=O | C1CCNC1 | C=O | CC(N)=O | CCC=O | c1ccc2[nH]ccc2c1 | CCC=O | Oc1ccccc1 | O=CCCO | CCC=O | c1ccc2[nH]ccc2c1 | CCC=O | c1c[nH]cn1 | C=O | O=C1CCCN1
nafarelin,16,CC(C)CCC=O | NC(N)=NCCCCC=O | C1CCNC1 | C=O | CC(N)=O | CCC=O | c1ccc2ccccc2c1 | CCC=O | Oc1ccccc1 | O=CCCO | CCC=O | c1ccc2[nH]ccc2c1 | CCC=O | c1c[nH]cn1 | C=O | O=C1CCCN1
histrelin,16,CC | C=O | C1CCNC1 | NC(N)=NCCCCC=O | CC(C)CCC=O | CCC=O | c1ccccc1 | CCC=O | Oc1ccccc1 | O=CCCO | CCC=O | c1ccc2[nH]ccc2c1 | CCC=O | c1c[nH]cn1 | C=O | O=C1CCCN1
sofosbuvir,4,CCC | CC(C=O)NP(=O)(O)O | CC1(F)COCC1O | c1ccccc1
cabozantinib,8,CO | c1ccc2ncccc2c1 | CO | c1ccccc1 | C=O | C1CC1 | C=O | Fc1ccccc1
minocycline,3,C[NH+]C | NC([O-])=C1C(=O)CC2CC3Cc4cccc(O)c4C([O-])=C3C(=O)C2(O)C1=O | CNC
vemurafenib,5,CCC[SH](=O)=O | Fc1cccc(F)c1 | C=O | c1cnc2[nH]ccc2c1 | Clc1ccccc1
insulin.glargine,57,CCCC | CC1NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CCSSCC2NC(=O)CCSSCC(NC(=O)CNC(=O)CNC(=O)CNC2=O)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCCSSCCNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC1=O | CO | CC(C)C | Oc1ccccc1 | CCC(N)=O | CC(C)C | CCC(=O)O | CC(N)=O | Oc1ccccc1 | C=O | CC(=O)O | C=O | CC=O | O=CCCCC(=O)O | CCCCC=O | N=C(N)N | CC=O | CCC=O | c1ccccc1 | CCC=O | c1ccccc1 | CCC=O | Oc1ccccc1 | CC(O)CC=O | C1CCNC1 | C=O | NCCCCCC=O | CC(O)CC=O | CCCCC=O | N=C(N)N | CCCCC(=O)O | N=C(N)N | CCC | CC(C)C | Oc1ccccc1 | CC(C)C | CCC(=O)O | CCC | CC(C)C | c1c[nH]cn1 | CO | CC(C)CCC=O | CCC=O | c1c[nH]cn1 | NC(=O)CCCC=O | NC(=O)CCC=O | CC(C)CC=O | CC(N)C=O | c1ccccc1 | CO | CCO | NC(=O)CCCC=O | O=CCCCC(=O)O | CC(C)CC=O | CCC(C)CC=O | NCC=O
tesamorelin,56,CCC | CCC=O | CCC=O | Oc1ccccc1 | CCC=O | O=CCCC(=O)O | CCC=O | CCC(C)CC=O | CCC=O | c1ccccc1 | CC(O)CC=O | NC(=O)CCC=O | O=CCCO | CCC=O | Oc1ccccc1 | CCCCC=O | N=C(N)N | NCCCCCC=O | CC(C)CC=O | CC=O | CC(C)CCC=O | NC(=O)CCCC=O | CC(C)CCC=O | O=CCCO | CCC=O | CCCCC=O | N=C(N)N | NCCCCCC=O | CC(C)CCC=O | CC(C)CCC=O | NC(=O)CCCC=O | O=CCCC(=O)O | CCC(C)CC=O | CCCC=O | CS | O=CCCO | CCCCC=O | N=C(N)N | NC(=O)CCCC=O | CC=O | NC(=O)CCCC=O | O=CCCCC(=O)O | O=CCCO | NC(=O)CCC=O | NC(=O)CCCC=O | O=CCCCC(=O)O | CCCCC=O | N=C(N)N | CCC=O | CC=O | CCCCC=O | N=C(N)N | CCC=O | CCCCC=O | N=C(N)N | CC(C)CCC(N)=O
ecallantide,80,CCC(C)CC=O | CCC=O | Oc1ccccc1 | CC=O | CC=O | O=CCCS | O=CCCCC(=O)O | CC=O | NC(=O)CCC=O | NC(=O)CCCC=O | NC(=O)CCC=O | CCCCC=O | N=C(N)N | CCC=O | c1ccccc1 | O=CCCCC(=O)O | O=CCCO | CC(C)CCC=O | O=CCCCC(=O)O | O=CCCCC(=O)O | O=CCCS | NCCCCCC=O | NCCCCCC=O | CCCC=O | CS | O=CCCS | CC(O)CC=O | CCCCC=O | N=C(N)N | O=C(O)CCC(=O)O | CCC=O | c1ccccc1 | O=CCCCC(=O)O | O=CCCCC(=O)O | O=CCCS | NC(=O)CCCC=O | CCCCC=O | N=C(N)N | CC(O)CC=O | CCC=O | c1ccccc1 | CCC(C)CC=O | NC(=O)CCC=O | CCC=O | c1ccccc1 | CCC=O | c1ccccc1 | CCC=O | c1ccc2[nH]ccc2c1 | CCCCC=O | N=C(N)N | C=O | C1CCNC1 | CCC=O | c1c[nH]cn1 | CCC=O | CCC=O | CCCCC=O | N=C(N)N | O=CCCS | C=O | C1CCNC1 | CC=O | O=CCCC(=O)O | O=CCCC(=O)O | CCC=O | NCCCCCC=O | CCC=O | c1ccccc1 | CCC=O | O=CCCS | CCC=O | c1ccccc1 | O=CCCO | CCC=O | c1c[nH]cn1 | CCCC=O | CS | CCC=O | NC(C=O)CCC(=O)O
dabrafenib,5,CC(C)C | c1cscn1 | Nc1ncccn1 | Fc1ccccc1 | O=[SH](=O)c1c(F)cccc1F
mipomersen,60,C1CCOC1 | O=P([O-])(O)S | C1CCOC1 | O=P([O-])(O)S | C1CCOC1 | O=P([O-])(O)S | C1CCOC1 | O=P([O-])(O)S | C1CCOC1 | O=P([O-])(O)S | C1CCOC1 | O=P([O-])(O)S | C1CCOC1 | O=P([O-])(O)S | C1CCOC1 | O=P([O-])(O)S | C1CCOC1 | CC | CO | O=P([O-])(O)S | C1CCOC1 | CC | CO | O=P([O-])(O)S | C1CCOC1 | CC | CO | O=P([O-])(O)S | C1CCOC1 | CC | CO | O=P([O-])(O)S | C1CCOC1 | CC | CO | CO | O=P([O-])(O)S | C1CCOC1 | O=P([O-])(O)S | C1CCOC1 | O=P([O-])(O)S | C1CCOC1 | CC | CO | O=P([O-])(O)S | C1CCOC1 | CC | CO | O=P([O-])(O)S | C1CCOC1 | CC | CO | O=P([O-])(O)S | C1CCOC1 | CC | CO | O=P([O-])(O)S | OC1CCOC1 | CC | CO
dalbavancin,8,CC(C)CCCCCCCCC=O | OC1CCOCC1O | CNC1C(=O)NC2Cc3ccc(cc3)Oc3cc4cc(c3)C(NC(=O)C(NC2=O)c2cc(cc(O)c2Cl)Oc2ccc1cc2O)C(=O)NC1C(=O)NC(C(=O)NC(C=O)c2cc(O)ccc2-c2cc1ccc2O)C(O)c1ccc(c(Cl)c1)O4 | OC1COCC(O)C1O | CO | CCC | CNC | O=CO
dolutegravir,3,CC1CCOC2Cn3ccc(=O)c([O-])c3C(=O)N12 | C=O | Fc1cccc(F)c1
heparin,7,CO | OC1CCOCC1 | O=C[O-] | O=S(=O)(O)ONC1COCCC1[O-] | CO | O=S(=O)(O)O | O=S(=O)(O)O
teriflunomide,4,CCO | N#CCC=O | c1ccccc1 | FC(F)F
tigecycline,5,CC(C)C | CC=O | NC(=O)C1=C(O)C2(O)C(=O)C3=C(O)c4c(O)cccc4CC3CC2CC1=O | CNC | CNC
colestyramine,5,CC | c1ccccc1 | CCCC | c1ccccc1 | C[N+](C)C
interferon.alfa-2b,5,CCC | CC | Clc1cc(Cl)cc(Cl)c1 | O=Cn1ccnc1 | O=S(=O)([O-])C(I)I
